white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl,eco_code,opening_name,eco_line_length,avg_elo,rating_group
1277,1268,white,60+0,e4 c5 d3 Nc6 c4 g5 b3 Bg7 f3 Nh6,10,6173.28,B20,Sicilian Defense,2,1272,novice
1776,1377,white,2700+0,e4 d5 e5 Bf5 d4 e6 a3 Nc6 Bb5 a6,10,9583.04,B01,Scandinavian Defense,2,1576,intermediate
1482,1847,white,600+0,e4 Nc6 Nf3 Nf6 Nc3 e6 d4 Bb4 Bg5 Be7,10,,B00,Nimzowitsch Defense: Declined Variation,3,1664,advanced
1713,1816,black,60+0,d4 Nf6 c4 d5 Nc3 c5 e3 cxd4 exd4 Nc6,10,,A50,Indian Defense: Normal Variation,3,1764,advanced
1723,1755,black,600+2,e4 e5 f4 exf4 Bc4 g5 Nf3 d6 h4 Bg4,10,,C33,"King's Gambit Accepted: Bishop's Gambit, Anderssen Defense",6,1739,advanced
1963,1836,white,300+0,c4 d5 cxd5 Qxd5 Nf3 Qa5 Nc3 Nf6 e3 Nc6,10,,A10,English Opening: Anglo-Scandinavian Defense,2,1899,advanced
1720,1716,black,0+1,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 Nc6 O-O Qg6,10,9468.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1718,advanced
2217,2075,black,30+0,c4 Nf6 g4 e6 g5 Ne4 Nc3 Nxg5 d4 d5,10,,A15,English Opening: Anglo-Indian Defense,2,2146,expert
2020,1994,white,1200+10,e4 e5 f4 d6 Nf3 Bg4 Bc4 Nf6 d3 Nbd7,10,,C30,King's Gambit,3,2007,expert
1754,1621,white,120+2,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 Be2 c6,10,,B01,Scandinavian Defense: Main Line,6,1687,advanced
1920,1849,white,60+0,Nf3 d6 g3 e5 Bg2 Be6 d3 Nf6 e4 Nc6,10,,A04,Zukertort Opening: Pirc Invitation,2,1884,advanced
1334,1927,black,300+0,c4 c5 Nc3 e5 a3 Nc6 b4 cxb4 axb4 Nxb4,10,,A34,"English Opening: Symmetrical Variation, Normal Variation",3,1630,advanced
1924,2221,black,180+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5,10,,C78,Ruy Lopez: Morphy Defense,9,2072,expert
2089,2050,black,180+0,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 e3 O-O,10,,E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",8,2069,expert
1852,1865,white,600+0,e4 c6 Nf3 d5 e5 Bg4 d4 e6 h3 Bh5,10,,B10,Caro-Kann Defense,2,1858,advanced
1805,1821,black,600+0,e4 c6 Nf3 d5 Nc3 Bg4 h3 Bxf3 Qxf3 dxe4,10,,B10,Caro-Kann Defense,2,1813,advanced
1604,1826,black,600+0,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nc6 d4 Nf6,10,,B10,Caro-Kann Defense: Hillbilly Attack,3,1715,advanced
1868,2003,white,120+0,e3 d6 d4 Nf6 Nf3 c6 c4 g6 Nc3 Bg7,10,,A00,Van't Kruijs Opening,1,1935,expert
2324,1840,white,30+0,d4 c5 c4 cxd4 Nc3 dxc3 bxc3 e6 e3 d5,10,,A43,Benoni Defense: Old Benoni,2,2082,expert
2721,2211,white,30+0,b3 e6 Bb2 Be7 Bxg7 Bf6 Bxh8 Bxh8 c3 Bf6,10,,A01,Nimzo-Larsen Attack,1,2466,master
1185,1340,black,300+1,e4 e5 Nf3 b6 Nxe5 d6 Nxf7 Kxf7 Bc4+ Ke8,10,,C40,King's Knight Opening,3,1262,novice
1523,1313,black,60+0,e4 e5 d4 exd4 Qxd4 Nc6 Qa4 Bc5 Bb5 a6,10,,C22,Center Game: Normal Variation,6,1418,intermediate
1057,1131,white,600+0,e4 e5 Nc3 d6 Nf3 b6 d4 Bb7 dxe5 dxe5,10,73.34,C25,Vienna Game,3,1094,novice
1678,1676,white,900+0,d4 Nf6 Nf3 e6 Bg5 h6 Bh4 g5 Bg3 Ne4,10,,A46,"Torre Attack: Classical Defense, Nimzowitsch Variation",6,1677,advanced
1914,2234,white,30+0,e4 d5 exd5 Nf6 Nf3 Bg4 Be2 Qxd5 O-O Nc6,10,,B01,Scandinavian Defense: Modern Variation,4,2074,expert
2130,2308,white,30+0,e4 g6 Nc3 Bg7 d4 d6 Nf3 Nf6 Be3 Ng4,10,,B06,Modern Defense,2,2219,master
1906,1605,white,180+0,d3 c5 g3 Nc6 Bg2 g6 f4 Bg7 Nf3 Nf6,10,1311.11,A00,Mieses Opening,1,1755,advanced
1947,1455,white,360+5,e4 e6 d4 Qh4 Nc3 Bb4 Bd3 Qe7 Nf3 Bxc3+,10,,C00,French Defense: Normal Variation,3,1701,advanced
1770,1500,white,120+1,b4 d5 Bb2 Nc6 b5 Nb4 a3 Nxc2+ Qxc2 Nf6,10,,A00,"Polish Opening, with d5",2,1635,advanced
1224,1110,white,600+0,e4 Nf6 e5 Nd5 c4 Nb6 Nc3 e6 d4 Bb4,10,,B02,Alekhine Defense: Two Pawns Attack,5,1167,novice
1954,2084,black,30+0,e4 d5 Nf3 dxe4 Ng5 Nf6 Bc4 e6 Nc3 Be7,10,,A06,Zukertort Opening: Tennison Gambit,3,2019,expert
1576,1566,black,600+0,e4 e6 d4 a6 e5 h6 c4 Bb4+ Bd2 Bxd2+,10,,C00,French Defense: St. George Defense,4,1571,intermediate
1670,1873,black,600+0,e4 e5 Nf3 Nc6 h3 Bc5 a3 d6 Bb5 Ne7,10,2769.44,C44,King's Knight Opening: Normal Variation,4,1771,advanced
1179,1261,black,300+0,e4 e5 Nf3 Nc6 Nc3 Qf6 Nd5 Qd6 Bc4 h6,10,,C46,Three Knights Opening,5,1220,novice
1822,1609,white,600+0,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6,10,,B15,Caro-Kann Defense,6,1715,advanced
1724,1738,black,600+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Nc3 O-O,10,,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",8,1731,advanced
1676,2025,black,600+0,b4 e5 b5 d5 Bb2 Nd7 a4 Ngf6 g3 a6,10,,A00,Polish Opening,1,1850,advanced
1607,1848,black,300+0,d4 c6 c4 d5 Nc3 Nf6 Qc2 g6 Nf3 Bg7,10,,A40,Queen's Pawn Game,1,1727,advanced
1599,1844,black,600+0,e4 b6 d4 Bb7 d5 e6 Nc3 Nf6 Bg5 Be7,10,,B00,Owen Defense,2,1721,advanced
1697,1724,white,60+0,d4 Nc6 Bg5 d5 e3 Bf5 Bd3 Qd7 Bxf5 Qxf5,10,52.09,A40,Mikenas Defense,2,1710,advanced
1866,1883,black,300+0,e4 g6 d4 Bg7 Bc4 d6 Ne2 e6 O-O Ne7,10,,B06,Modern Defense: Bishop Attack,5,1874,advanced
2015,1463,white,60+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6,10,,C45,Scotch Game: Classical Variation,8,1739,advanced
1922,2032,black,60+0,e4 e5 Nf3 d6 Bc4 Be7 d3 Nf6 h3 O-O,10,,C41,Philidor Defense,6,1977,expert
1316,1343,white,30+0,e4 e5 Nf3 Nc6 Bc4 Be7 Ng5 Nf6 Nxf7 Bc5,10,,C50,Italian Game: Hungarian Defense,6,1329,intermediate
1558,1763,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nc6 Bf4 Nf6,10,93.28,B01,Scandinavian Defense: Valencian Variation,6,1660,advanced
1409,1349,white,180+0,e4 e5 Bc4 d6 Qf3 Nf6 d3 Nc6 c3 a6,10,,C23,Bishop's Opening,3,1379,intermediate
1270,1359,white,300+2,e4 e6 d4 c5 d5 Qh4 Nc3 exd5 Nf3 Qh5,10,,A43,Benoni Defense: French Benoni,5,1314,intermediate
1530,1539,white,180+0,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 d6 Nc3 Nf6,10,,C22,Center Game: Paulsen Attack Variation,7,1534,intermediate
1870,1867,white,180+0,c4 g6 Nc3 Bg7 g3 e6 Bg2 c6 e3 d5,10,,A10,English Opening: Great Snake Variation,2,1868,advanced
1046,1089,draw,600+0,g4 Nf6 h3 d5 c3 e6 d3 Bd6 e4 dxe4,10,,A00,Grob Opening,1,1067,novice
2051,2308,black,60+1,e4 c5 Nf3 e6 d4 cxd4 c3 Nf6 e5 Nd5,10,,B40,Sicilian Defense: Smith-Morra Gambit Deferred,7,2179,expert
1352,1227,white,420+2,e4 e5 Nf3 d5 Nc3 dxe4 Nxe5 Qf6 d4 Bd6,10,,C40,Elephant Gambit,4,1289,novice
1550,1459,black,180+2,e4 e6 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 O-O d6,10,,C00,French Defense: Knight Variation,3,1504,intermediate
1872,1608,white,180+2,d4 c6 e4 d5 e5 Bf5 h4 e6 g4 Be4,10,,A40,Queen's Pawn Game,1,1740,advanced
1889,1758,white,60+0,e4 e5 Nf3 d6 Bb5+ c6 Bc4 Nd7 O-O Be7,10,2783.61,C41,Philidor Defense,4,1823,advanced
1686,1804,black,300+0,f4 e5 fxe5 d6 Nf3 Bg4 Nc3 Bxf3 exf3 dxe5,10,,A02,Bird Opening: From's Gambit,2,1745,advanced
1768,1745,black,360+0,e4 c5 Nf3 d6 Bc4 e6 O-O Nf6 e5 dxe5,10,,B50,Sicilian Defense: Modern Variations,4,1756,advanced
1725,1815,white,30+0,g3 g6 f3 Bg7 e3 b6 Bg2 Bb7 Ne2 Bxb2,10,,A00,Hungarian Opening: Symmetrical Variation,2,1770,advanced
1764,1781,white,180+0,d4 e6 Bf4 c6 e3 Bb4+ c3 Ba5 Nd2 Ne7,10,,A40,Horwitz Defense,2,1772,advanced
1540,1705,black,300+8,e4 e5 Nf3 d6 Bc4 f5 exf5 Bxf5 Qe2 Nf6,10,,C41,Philidor Defense: Lopez Countergambit,6,1622,advanced
1253,1192,white,240+0,e4 d5 exd5 Qxd5 Qe2 Qd8 Qd3 Qxd3 cxd3 Bf5,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1222,novice
1421,1448,black,180+2,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d6 h3 h6,10,46.56,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",7,1434,intermediate
1812,1597,white,240+0,d3 d5 e3 g6 Ne2 Bg7 Nd2 e5 Ng3 c6,10,,A00,Mieses Opening,1,1704,advanced
1583,1704,black,120+3,d4 c5 dxc5 Na6 Qd4 e6 b4 Qc7 c3 Nf6,10,,A43,"Benoni Defense: Benoni Gambit, Schlenker Defense",4,1643,advanced
1864,1806,white,300+5,Nf3 d5 c4 dxc4 Na3 Qd5 e3 e6 Bxc4 Qc6,10,,A09,Réti Opening: Réti Accepted,4,1835,advanced
2027,2068,white,60+0,Nc3 e5 e4 d6 f4 f5 Nf3 Nf6 fxe5 dxe5,10,,A00,Van Geet Opening: Reversed Nimzowitsch,2,2047,expert
1330,1278,white,720+0,d4 d5 c4 e6 Nf3 f6 e3 g5 Bd3 Nd7,10,,D30,Queen's Gambit Declined,4,1304,intermediate
1906,1887,white,60+0,e4 g6 Nf3 Bg7 d4 d6 Be3 a6 Bd3 b5,10,,B06,Modern Defense,2,1896,advanced
1699,1824,black,180+0,f4 d5 e3 Nf6 Nf3 Nc6 Bb5 Bf5 Nc3 Qd7,10,,A03,Bird Opening: Dutch Variation,2,1761,advanced
1616,1843,white,60+0,g3 Nc6 Nf3 b6 c3 Bb7 d4 g5 Bg2 g4,10,,A00,Hungarian Opening,1,1729,advanced
1814,1783,black,300+0,e4 Nc6 Bc4 f5 exf5 d5 Qh5+ Kd7 Bxd5 Nf6,10,,B00,Nimzowitsch Defense,2,1798,advanced
2042,1936,black,300+10,Nf3 c5 d4 cxd4 c3 dxc3 Nxc3 Nf6 e4 d6,10,42.19,A04,Zukertort Opening: Sicilian Invitation,2,1989,expert
1386,1459,black,300+0,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Qg6 Bf3 Nc6,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1422,intermediate
1654,1761,black,300+0,d4 Nf6 Nf3 g6 Bg5 Bg7 e3 O-O Nbd2 b6,10,,A48,Torre Attack: Fianchetto Defense,5,1707,advanced
1863,2105,white,180+0,d4 d5 c4 c6 Nc3 Nf6 Bg5 e6 e3 Be7,10,,D10,Slav Defense,5,1984,expert
1478,1584,black,300+0,e4 e5 d4 exd4 Qxd4 Nc6 Qa4 Nf6 Nc3 d6,10,,C22,Center Game: Normal Variation,6,1531,intermediate
1561,1449,white,300+0,b4 e5 Bb2 d6 c4 a6 e3 Nc6 b5 axb5,10,,A00,Polish Opening: Czech Defense,4,1505,intermediate
1842,1986,black,180+0,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Bg5 dxc4,10,,D44,Semi-Slav Defense Accepted,10,1914,expert
1907,1607,white,300+0,e4 e5 f4 exf4 Nf3 Bd6 Bc4 Ne7 d4 c5,10,,C34,King's Gambit Accepted: King's Knight's Gambit,5,1757,advanced
1280,1409,white,600+3,e4 e6 d4 c6 e5 d5 Nf3 h6 c3 b5,10,,C00,French Defense: Normal Variation,3,1344,intermediate
1290,1402,black,600+0,d4 d5 e3 Nc6 Bb5 Bd7 Nf3 a6 Ba4 Bf5,10,,D00,Queen's Pawn Game,3,1346,intermediate
1366,1395,black,600+0,e4 c5 c4 Nf6 Nc3 e5 Nf3 Nc6 Bd3 d6,10,,B20,Sicilian Defense: Staunton-Cochrane Variation,3,1380,intermediate
1735,1797,black,60+0,e4 c5 d4 e6 Nf3 cxd4 Nxd4 Nf6 Nf3 Be7,10,,B21,Sicilian Defense: Smith-Morra Gambit,3,1766,advanced
1562,1577,white,600+0,e4 c5 Bc4 Nc6 Nc3 g6 Nf3 Bg7 d3 d6,10,,B20,Sicilian Defense: Bowdler Attack,3,1569,intermediate
1457,1474,black,600+0,d4 g6 Bg5 Bg7 e4 Nf6 e5 Nd5 Bc4 c6,10,,A40,Queen's Pawn Game: Modern Defense,2,1465,intermediate
1583,1525,white,480+0,e4 f6 Nf3 e5 d4 d6 Bc4 h5 O-O f5,10,,B00,Barnes Defense,2,1554,intermediate
1861,1680,black,180+0,e4 Nf6 Nf3 e6 Nc3 d6 d4 Be7 e5 dxe5,10,,B02,Alekhine Defense,2,1770,advanced
2033,2169,white,600+0,e4 c5 Nf3 Nc6 d4 cxd4 c3 dxc3 Nxc3 e6,10,3292.72,B32,Sicilian Defense: Open,6,2101,expert
1974,1549,white,30+0,Nf3 Nf6 g3 b5 Bg2 Bb7 O-O Nc6 d3 d6,10,,A05,King's Indian Attack: Spassky Variation,4,1761,advanced
1790,1944,white,300+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,,B33,Sicilian Defense: Open,8,1867,advanced
1607,1787,white,30+0,e4 b6 b3 Bb7 Bb2 e6 Bxg7 Bxg7 c3 Ne7,10,,B00,Owen Defense,2,1697,advanced
2164,2074,white,300+0,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6,10,,A60,Benoni Defense: Modern Variation,6,2119,expert
1963,2029,black,180+0,e4 c5 Nf3 Nc6 Nc3 e6 Bb5 Qb6 Bxc6 bxc6,10,,B30,Sicilian Defense: Old Sicilian,4,1996,expert
1475,1387,white,600+0,e4 e6 d4 Qh4 Nc3 Bb4 Bd2 Bxc3 Bxc3 Qxe4+,10,,C00,French Defense: Normal Variation,3,1431,intermediate
1651,1583,white,300+0,c4 c5 Nc3 Nf6 d4 cxd4 Qxd4 Nc6 Qd2 e5,10,,A34,"English Opening: Symmetrical Variation, Normal Variation",3,1617,advanced
1684,1947,black,30+0,e4 b6 d4 Bb7 Nc3 c5 Nf3 cxd4 Nxd4 e5,10,,B00,Owen Defense,2,1815,advanced
1192,1135,white,1200+0,e4 d5 e5 c6 d4 Na6 Bxa6 bxa6 b3 Qa5+,10,,B01,Scandinavian Defense,2,1163,novice
1877,1822,white,30+0,g3 d5 Bg2 e6 f4 Bd7 Nf3 a5 O-O a4,10,,A00,Hungarian Opening: Catalan Formation,4,1849,advanced
1714,1716,white,300+0,e4 c5 Nf3 d6 c3 Nf6 Qc2 Bd7 Bc4 Nc6,10,,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",5,1715,advanced
1540,1633,black,300+5,c4 e5 d4 e4 Nc3 Qe7 Bf4 h6 Bxc7 d6,10,3663.93,A20,English Opening: King's English Variation,2,1586,intermediate
1699,1443,black,300+0,e4 h5 d4 d5 exd5 Qxd5 Nf3 Bg4 Be2 Nf6,10,,B00,Goldsmith Defense,2,1571,intermediate
1361,1541,white,300+0,e4 c5 e5 e6 f4 d5 d4 c4 b3 b5,10,,B20,Sicilian Defense,2,1451,intermediate
1969,2005,white,300+0,e4 c5 Nf3 Nc6 c3 Nf6 e5 Nd5 d4 cxd4,10,,B30,Sicilian Defense: Old Sicilian,4,1987,expert
1967,1897,white,300+0,d4 d5 c4 e6 Nf3 Nf6 Nc3 c6 Bg5 dxc4,10,,D30,Queen's Gambit Declined,4,1932,expert
1434,1657,draw,600+0,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Bd6 Nf3 Nge7,10,,C22,Center Game: Paulsen Attack Variation,7,1545,intermediate
1124,1333,white,0+4,e4 e5 Nf3 f6 Nxe5 fxe5 d3 d6 Be2 g6,10,,C40,King's Pawn Game: Damiano Defense,4,1228,novice
1677,1772,black,420+0,d4 d5 c4 dxc4 g3 b5 Bg2 c6 a4 Qa5+,10,,D20,Queen's Gambit Accepted,4,1724,advanced
1740,1775,white,120+0,e4 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 Nf6 f3 e6,10,,B01,Scandinavian Defense,2,1757,advanced
2029,1982,white,60+0,d4 d6 e4 Nf6 Nc3 c5 dxc5 dxc5 Qxd8+ Kxd8,10,,A41,Queen's Pawn Game,2,2005,expert
2105,1946,white,30+0,e4 d6 f4 e6 Nf3 c6 Bc4 f6 Bb3 d5,10,,B00,Rat Defense: Harmonist,3,2025,expert
2064,1951,white,30+0,g3 g6 Bg2 Bg7 Nf3 Nf6 O-O O-O Re1 e5,10,,A00,Hungarian Opening: Symmetrical Variation,2,2007,expert
1406,1641,black,180+5,e4 d6 d4 e6 Nc3 c6 Bd2 Ne7 Nf3 Ng6,10,,B00,Pirc Defense,3,1523,intermediate
1739,1577,white,420+0,d4 d5 c4 dxc4 Nc3 e6 e4 Nf6 Bxc4 Be7,10,,D20,Queen's Gambit Accepted,4,1658,advanced
2001,2400,black,180+1,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O,10,,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",10,2200,master
1650,1662,white,180+0,c4 d6 Nc3 Nc6 d4 Nf6 d5 Ne5 f4 Ned7,10,,A10,English Opening,1,1656,advanced
1502,1457,black,60+1,d4 Nf6 c4 c5 d5 e6 dxe6 fxe6 Nc3 Nc6,10,279.47,A60,Benoni Defense: Modern Variation,6,1479,intermediate
1783,1610,black,120+2,e4 d5 exd5 Qxd5 d4 h5 Nf3 h4 Nc3 Qe6+,10,,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,1696,advanced
1752,1679,white,180+0,d4 c5 dxc5 Nc6 a3 a5 e4 e6 Be3 Nf6,10,,A43,Benoni Defense: Benoni Gambit Accepted,3,1715,advanced
1231,1260,white,120+4,e4 e5 Qh5 Nc6 Bc4 Qf6 f3 d6 d3 Be6,10,,C20,King's Pawn Game: Wayward Queen Attack,3,1245,novice
1593,1837,black,180+0,d4 d5 Qd3 Nf6 f3 g6 e4 dxe4 fxe4 Bg7,10,,D00,Amazon Attack,3,1715,advanced
1838,2083,white,180+0,e4 Nf6 e5 Nd5 c4 Nb6 d4 d6 exd6 cxd6,10,,B02,Alekhine Defense: Two Pawns Attack,5,1960,expert
1786,1881,black,120+0,d4 d5 e3 c5 c3 cxd4 exd4 Nc6 f4 g5,10,,D00,Queen's Pawn Game,3,1833,advanced
1692,1603,black,300+2,e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 h3 Bf5,10,,B13,Caro-Kann Defense: Exchange Variation,6,1647,advanced
1963,1640,white,420+0,e4 e6 d4 d5 Nd2 Nf6 Bd3 c5 exd5 Nxd5,10,,C05,"French Defense: Tarrasch Variation, Closed Variation",6,1801,advanced
1245,1215,white,600+0,d4 d5 e3 Nc6 Nc3 Qd6 Nf3 e6 Nb5 Qd8,10,,D00,Queen's Pawn Game,3,1230,novice
1860,1757,white,300+0,d4 f5 h3 Nf6 g4 fxg4 hxg4 Nxg4 Qd3 Nf6,10,,A80,Dutch Defense: Janzen-Korchnoi Gambit,5,1808,advanced
1487,1298,white,120+0,e4 e5 Bc4 Nc6 d3 d6 h3 Be6 Bxe6 fxe6,10,,C23,Bishop's Opening,3,1392,intermediate
2102,1844,white,900+0,Nf3 Nf6 g3 Nc6 d4 d5 Bg2 e5 dxe5 Nd7,10,36.65,A05,Zukertort Opening,2,1973,expert
1810,1578,white,600+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 a3 d6,10,,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",7,1694,advanced
1237,1245,white,300+0,e3 e6 Nc3 d5 Nf3 b6 d4 Ba6 Bxa6 Nxa6,10,,A00,Van't Kruijs Opening,1,1241,novice
1917,1996,white,300+0,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nb6 Nf3 g6,10,,B01,Scandinavian Defense: Marshall Variation,6,1956,expert
1587,1600,black,300+0,e3 Nf6 a3 g6 b4 Bg7 Bb2 O-O h3 d5,10,,A00,Van't Kruijs Opening,1,1593,intermediate
894,799,white,300+0,e4 Nf6 d3 d5 e5 Nfd7 d4 f6 c3 fxe5,10,,B02,Alekhine Defense: Maróczy Variation,3,846,beginner
1751,1663,white,300+0,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 c5 e3 cxd4,10,,E20,Nimzo-Indian Defense,6,1707,advanced
1761,1656,black,300+0,d4 Nf6 Bg5 Ne4 f4 h6 Bh4 g5 fxg5 hxg5,10,,A45,Trompowsky Attack,3,1708,advanced
1384,1336,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O,10,,C50,"Italian Game: Giuoco Pianissimo, Normal",8,1360,intermediate
1443,1500,black,300+0,d4 g6 c4 Bg7 Nf3 d6 Nc3 Nf6 h3 a6,10,,A40,Queen's Pawn Game: Modern Defense,2,1471,intermediate
2121,2288,white,180+2,d4 d6 c4 e5 dxe5 dxe5 Qxd8+ Kxd8 b3 Be6,10,,A41,Rat Defense: English Rat,4,2204,master
1549,1664,white,180+0,d4 e6 Bf4 g6 Nf3 Bg7 e3 Ne7 c3 O-O,10,,A40,Horwitz Defense,2,1606,advanced
1334,1506,white,120+3,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Bb4,10,,D45,Semi-Slav Defense: Main Line,9,1420,intermediate
2014,1714,white,300+0,b3 d5 Bb2 c6 e3 h6 c4 Bf5 Nc3 e6,10,,A01,Nimzo-Larsen Attack: Classical Variation,2,1864,advanced
1894,1781,white,30+0,c4 b6 Nc3 Bb7 d3 d6 e4 Nd7 g3 e5,10,,A10,English Opening,1,1837,advanced
1485,1599,white,180+3,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6,10,,C45,Scotch Game: Schmidt Variation,8,1542,intermediate
2619,2061,white,60+0,e4 d5 exd5 Nf6 Nc3 Bg4 Be2 Bf5 Nf3 c6,10,,B01,Scandinavian Defense: Modern Variation,4,2340,master
1739,2024,black,60+0,d4 Nf6 c4 c5 Nc3 cxd4 Qxd4 g6 Qd1 Bg7,10,,A56,Benoni Defense,4,1881,advanced
2196,2108,black,60+0,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nf6 Nc3 Nc6,10,,B53,Sicilian Defense: Chekhover Variation,7,2152,expert
2193,2265,white,120+0,d4 e6 e4 Nf6 Nc3 Nd5 exd5,7,,A40,Horwitz Defense,2,2229,master
1567,1593,white,60+0,Nf3 a6 d4 b5 Nbd2 Bb7 e3 d6 e4 Nd7,10,,A04,Zukertort Opening: St. George Defense,2,1580,intermediate
1248,1082,white,300+8,e4 e5 Nf3 Nc6 d4 Nxd4 Nxd4 exd4 Qxd4 c5,10,,C44,Scotch Game: Lolli Variation,9,1165,novice
1567,1578,white,180+0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be7,10,,C41,Philidor Defense: Exchange Variation,8,1572,intermediate
1567,1567,black,60+0,e4 e5 Nf3 Nc6 Bc4 f5 exf5 Nf6 d3 d6,10,,C50,Italian Game: Rousseau Gambit,6,1567,intermediate
963,1271,black,420+0,e4 e5 Nf3 g5 g3 g4 Nxe5 d6 Nxg4 Nc6,10,,C40,King's Knight Opening,3,1117,novice
1706,1581,white,180+1,d4 d5 h3 Nf6 Bf4 h6 e3 Bf5 c3 Bh7,10,,D00,Queen's Pawn Game,2,1643,advanced
1510,1352,white,900+15,d4 d5 c4 dxc4 Nc3 Nc6 a3 e5 d5 Nd4,10,3329.78,D20,Queen's Gambit Accepted,4,1431,intermediate
1873,2131,black,180+0,e4 c5 b4 e6 Nf3 cxb4 d4 Nf6 e5 Nd5,10,,B20,Sicilian Defense: Wing Gambit,3,2002,expert
1676,1666,white,900+0,e4 e5 Nf3 Qf6 Nc3 c6 d4 exd4 Qxd4 Qxd4,10,,C40,King's Pawn Game: McConnell Defense,4,1671,advanced
1341,1063,white,300+0,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 Bxc6 dxc6,10,,C64,Ruy Lopez: Classical Variation,6,1202,novice
1941,1918,black,180+0,e4 Nf6 Nc3 e6 d4 Bb4 Bd3 O-O Nf3 h6,10,4032.04,B02,Alekhine Defense,2,1929,expert
1623,2042,black,600+0,e4 e6 Nf3 c5 Nc3 Nc6 g3 d5 exd5 exd5,10,,C00,French Defense: Knight Variation,3,1832,advanced
1727,1480,draw,600+0,d4 Nc6 e3 e5 c3 exd4 exd4 Nf6 f4 Bd6,10,,A40,Mikenas Defense,2,1603,advanced
1348,1681,white,600+15,e4 e5 g3 b6 Bg2 Bb7 b3 Nc6 Bb2 Nf6,10,,C20,King's Pawn Game,2,1514,intermediate
1714,1854,black,300+0,d4 Nf6 c4 d5 Nc3 e6 cxd5 exd5 Bg5 Be7,10,,A50,Indian Defense: Normal Variation,3,1784,advanced
1300,1363,black,90+2,d4 Nf6 Nf3 e6 Nc3 Bb4 Qd3 d5 Qb5+ Nc6,10,,A46,Indian Defense: Knights Variation,3,1331,intermediate
1302,1156,black,600+0,Nf3 Nf6 d4 d5 Nc3 Bg4 Ne5 Nc6 Nxc6 bxc6,10,,A05,Zukertort Opening,2,1229,novice
1586,1539,white,600+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 d3 d5,10,,C68,"Ruy Lopez: Exchange Variation, Lutikov Variation",8,1562,intermediate
1523,1302,white,300+0,e4 e5 Bc4 d6 Nc3 Nc6 h3 a6 a3 Nf6,10,2812.72,C23,Bishop's Opening,3,1412,intermediate
1747,1734,white,600+0,d4 f5 e3 Nf6 Bd3 b6 f4 e6 Nf3 Bb7,10,,A80,Dutch Defense,2,1740,advanced
1424,1450,white,600+0,e4 d5 e5 h5 d4 c6 Nf3 Bg4 Be2 Qa5+,10,,B01,Scandinavian Defense,2,1437,intermediate
1956,1961,black,60+0,Nf3 b6 e3 Bb7 d4 e6 Bd3 f5 Qe2 Nf6,10,,A04,Zukertort Opening: Queenside Fianchetto Variation,2,1958,expert
